OBJECTID,FEATURETYPE,DESCRIPTION,CLASS,FID,NAME,OPERATIONALSTATUS,OWNER,GENERATIONTYPE,PRIMARYFUELTYPE,PRIMARYSUBFUELTYPE,GENERATIONMW,GENERATORNUMBER,SUBURB,STATE,SPATIALCONFIDENCE,REVISED,COMMENT,LATITUDE,LONGITUDE
466,Power Station,A facility used for the generation of electrical power for distribution,Renewable,468,DoubleTree by Hilton Hotel,Operational,DoubleTree by Hilton Hotel (was Alice Springs Crowne Plaza),Solar Photovoltaic,Solar,Photovoltaic,0.3,1326,Alice Springs,Northern Territory,5,20140107,"Formerly Crowne Plaza Alice Springs Hotel. Roof mounted flat panel solar PV system (1326 panels), see www.dkasolarcentre.com.au",-23.71496761,133.8794539
467,Power Station,A facility used for the generation of electrical power for distribution,Renewable,469,Alice Springs Airport,Operational,Alice Springs Airport,Solar Photovoltaic,Solar,Photovoltaic,0.24,28,Connellan,Northern Territory,5,20140107,"Location photo on www.alicesolarcity.com.au/sites/default/files/Ingenero pdf document; site confirmed Google Earth image 16 March 2013, see also Alice",-23.79656983,133.8971208
468,Power Station,A facility used for the generation of electrical power for distribution,Renewable,470,Uterne Solar,Operational,Epuron,Solar Photovoltaic,Solar,Photovoltaic,1,3048,Arumbera ,Northern Territory,5,20140107,NT Power and Water Corporation News item states that solar panels are SunPower mono-crystalline panels,-23.76851739,133.8682102
469,Power Station,A facility used for the generation of electrical power for distribution,Renewable,471,Hermannsburg,Operational,Solar Systems,Solar Photovoltaic,Solar,Photovoltaic,0.19,8,Hermannsburg,Northern Territory,5,20140107,,-23.93736458,132.7719282
470,Power Station,A facility used for the generation of electrical power for distribution,Renewable,472,Ballarat Solar Park,Operational,Central Victoria Solar City Consortium,Solar Photovoltaic,Solar,Photovoltaic,0.3,2000,Mitchell Park,Victoria,5,20140107,"Solar Park is at Ballarat Airport, visible Google Earth image 7 November 2011",-37.51437136,143.7854729
471,Power Station,A facility used for the generation of electrical power for distribution,Renewable,473,Liddell Solar Thermal,Operational,Macquarie Generation,Solar Thermal,Solar,Thermal,9.3,1000,Liddell,New South Wales,5,20140107,Macquarie Generation website verifies/updates data; the Solar Thermal Station was built in 2 stages (stage 2 operational 2012). Each solar mirror pane,-32.37606915,150.9796673
472,Power Station,A facility used for the generation of electrical power for distribution,Renewable,474,Greenough River Solar Farm,Operational,Verve Energy/GE Energy Financial Services JV,Solar Photovoltaic,Solar,Photovoltaic,10,,Walkaway,Western Australia,5,20140107,"Data verified from Greenough Solar Farm website. There are 150,000 PV modules installed. Expansion from 10MW up to eventual 40MW capacity has been pla",-28.90431806,115.1119375
473,Power Station,A facility used for the generation of electrical power for distribution,Renewable,475,Mumbida Wind Farm,Operational,Verve Energy Pty Ltd,Wind Turbine,Wind,,55,22,Mount Hill,Western Australia,5,20140307,,-28.99180488,114.9598878
474,Power Station,A facility used for the generation of electrical power for distribution,Renewable,476,Nyngan Solar Plant,Operational,AGL Energy,Solar Photovoltaic,Solar,Photovoltaic,102,,Nyngan,New South Wales,5,20171202,,-31.55274036,147.085352
475,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,477,Wadeye,Operational,NT Government,Reciprocating Engines,Natural Gas,Distillate,6.8,4,Wadeye,Northern Territory,4,20180611,Fuelled via the Bobaparte Gas Pipeline,-14.260185,129.5368436
476,Power Station,A facility used for the generation of electrical power for distribution,Renewable,479,Traralgon Network Support Station,Operational,Nova Power,Spark Ignition Reciprocating Engine,Biogas,,10,,East Traralgon,Victoria,5,20161105,,-38.1792569,146.5654322
477,Power Station,A facility used for the generation of electrical power for distribution,Renewable,480,Gullen Range Wind Farm,Operational,JingNeng,Wind Turbine,Wind,,166,73,Bannister,New South Wales,5,20161105,,-34.69037507,149.4841144
478,Power Station,A facility used for the generation of electrical power for distribution,Renewable,481,Lake Bonney Stage 1 Wind Farm,Operational,Infigen Energy Pty Ltd,Wind Turbine,Wind,,80.5,46,Millicent,South Australia,3,20180504,,-37.78154577,140.4057917
479,Power Station,A facility used for the generation of electrical power for distribution,Renewable,482,Lake Bonney Stage 3 Wind Farm,Operational,Infigen Energy Pty Ltd,Wind Turbine,Wind,,39,13,Millicent,South Australia,4,20180504,,-37.75049632,140.3930292
480,Power Station,A facility used for the generation of electrical power for distribution,Renewable,483,Royalla Solar farm,Operational,,Wind Turbine,Wind,,20,,Royalla,Australian Capital Territory,2,20170604,,-35.4900093,149.1442612
481,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,484,Timber Creek,Operational,NT Government,,Diesel,,1,,Timber Creek,Northern Territory,5,20170605,,-15.65618096,130.4790141
482,Power Station,A facility used for the generation of electrical power for distribution,Renewable,485,Daly Waters,Operational,Territory Generation,Solar Photovoltaic,Solar,Photovoltaic,0.2,,Daly Waters,Northern Territory,5,20170605,Has both PV and Diesel generation,-16.26963456,133.3758544
483,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,486,Elliott,Operational,Territory Generation,,Diesel,,1,,Elliott,Northern Territory,5,20170605,No details available as of 30/11/2016,-17.55036755,133.5392966
484,Power Station,A facility used for the generation of electrical power for distribution,Renewable,487,Ti-Tree,Operational,Territory Generation,Solar Photovoltaic,Solar,Photovoltaic,0.3,,Ti-Tree,Northern Territory,5,20170605,,-22.12423175,133.4146272
485,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,499,Roy Hill,Operational,Alinta Energy,Spark Ignition Reciprocating Engine,Distillate,,6,,Newman,Western Australia,5,20171105,,-22.48123779,119.9471869
486,Power Station,A facility used for the generation of electrical power for distribution,Renewable,489,Moree,Operational,FRV,Solar Photovoltaic,Solar,Photovoltaic,60,<Null>,Moree,New South Wales,3,20180111,,-29.57217585,149.8669179
487,Power Station,A facility used for the generation of electrical power for distribution,Renewable,,Gullen Range Wind Farm,Operational,Tianrun Australia,Wind Turbine,Wind,,165.5,73,Bannister,New South Wales,3,20171211,,-34.61491677,149.4597433
488,Power Station,A facility used for the generation of electrical power for distribution,Renewable,,Mortons Lane Wind Farm,Operational,China Guangdong Nuclear Wind Energy Company,Wind Turbine,Wind,,20,13,Nareeb,Victoria,3,20171211,,-37.84134167,142.4653129
489,Power Station,A facility used for the generation of electrical power for distribution,Renewable,,Racecourse Mill,Operational,Mackay Sugar Limited,Steam Sub-Critical,Biomass,,3.5,1,Farleigh ,Queensland,3,20170212,,-21.163451,149.1344086
